"name","latitude","longitude","city","locale","in_state_tuition","out_of_state_tuition","type","homepage","graduation_rate","retention_rate","admission_rate","average_student_debt","salary_ten","salary_twentyfive","salary_seventyfive","salary_ninety","drr_oneyr","drr_threeyr","drr_fiveyr","drr_sevenyr"
"Linfield College-McMinnville Campus",45.2013,-123.201,"McMinnville",32,36310.0,36310.0,2,"www.linfield.edu",0.6786,0.805,0.9219,25000.0,12500.0,25400.0,64800.0,81700.0,0.912204,0.926829,0.944063,0.948777
"Lipscomb University",36.1047,-86.7993,"Nashville",11,26094.0,26094.0,2,"www.lipscomb.edu",0.64,0.7672,0.527,22125.0,10500.0,19800.0,43600.0,60600.0,0.866744,0.884946,0.864183,0.897744
"Longwood University",37.3011,-78.3958,"Farmville",33,11340.0,24210.0,1,"www.longwood.edu",0.6341,0.8155,0.8136,25327.0,12500.0,22400.0,42800.0,52500.0,0.920852,0.916912,0.900833,0.926775
"Loras College",42.5041,-90.6802,"Dubuque",13,28852.0,28852.0,2,"www.loras.edu",0.609,0.8102,0.6903,27000.0,15500.0,24100.0,44500.0,55500.0,0.922481,0.921804,0.940419,0.940882
"Louisiana State University and Agricultural & Mechanical College",30.5521,-91.1967,"Baton Rouge",41,7873.0,25790.0,1,"www.lsu.edu",0.6914,0.8249,0.7623,19500.0,10900.0,22600.0,52400.0,72200.0,0.867599,0.888057,0.897039,0.897652
"Loyola Marymount University",33.9706,-118.416,"Los Angeles",11,40265.0,40265.0,2,"www.lmu.edu",0.7583,0.9144,0.5412,22299.5,10200.0,24800.0,59100.0,85000.0,0.909535,0.919163,0.922718,0.949777
"Loyola University Chicago",41.9992,-87.6574,"Chicago",11,35573.0,35573.0,2,"www.luc.edu",0.7101,0.8541,0.914,25751.0,12500.0,25300.0,55400.0,70300.0,0.883539,0.900419,0.901002,0.904943
"Loyola University Maryland",39.346,-76.6234,"Baltimore",11,43250.0,43250.0,2,"www.loyola.edu",0.8437,0.8731,0.58,27000.0,17200.0,33200.0,61600.0,74000.0,0.923899,0.947681,0.971494,0.986618
"Loyola University New Orleans",29.9361,-90.1204,"New Orleans",11,36860.0,36860.0,2,"www.loyno.edu",0.5486,0.8039,0.8707,26070.0,6600.0,17000.0,47000.0,65300.0,0.828571,0.833811,0.870906,0.903743
"Luther College",43.3136,-91.804,"Decorah",33,37530.0,37530.0,2,"www.luther.edu",0.7602,0.8711,0.7212,27000.0,11300.0,21700.0,45100.0,58700.0,0.923457,0.951219,0.955429,0.952811
"Lycoming College",41.2461,-77.0003,"Williamsport",13,33746.0,33746.0,2,"www.lycoming.edu",0.6391,0.7944,0.7162,27000.0,11300.0,21200.0,43600.0,56600.0,0.888365,0.901306,0.889078,0.923171
"Lynchburg College",37.3977,-79.1842,"Lynchburg",13,33565.0,33565.0,2,"www.lynchburg.edu",0.5619,0.7825,0.6369,27000.0,10000.0,20000.0,43700.0,57900.0,0.89881,0.902045,0.873979,0.905275
"Maine Maritime Academy",44.3873,-68.8032,"Castine",42,11950.0,22770.0,1,"www.mainemaritime.edu",0.752,0.7537,0.6536,27000.0,17600.0,36900.0,110400.0,138700.0,0.934509,0.925837,0.926027,0.935323
"Malone University",40.8265,-81.3835,"Canton",13,25678.0,25678.0,2,"www.malone.edu",0.5866,0.7131,0.7179,25500.0,11300.0,20600.0,51600.0,68800.0,0.864376,0.863121,0.896116,0.909579
"Manhattan College",40.8898,-73.9019,"Riverdale",11,35725.0,35725.0,2,"www.manhattan.edu",0.7373,0.8789,0.6617,25500.0,14700.0,29800.0,64000.0,79600.0,0.915303,0.93934,0.944685,0.949282
"Manhattanville College",41.0311,-73.7183,"Purchase",21,35370.0,35370.0,2,"www.manhattanville.edu",0.5832,0.7524,0.7674,26000.0,7500.0,18100.0,48600.0,65200.0,0.857771,0.866848,0.8832,0.912482
"Marian University",39.8153,-86.2046,"Indianapolis",11,28400.0,28400.0,2,"www.marian.edu",0.524,0.7037,0.5795,30090.0,12900.0,23100.0,51900.0,66100.0,0.808425,0.806851,0.827943,0.830851
"Marietta College",39.4176,-81.45,"Marietta",31,31940.0,31940.0,2,"www.marietta.edu",0.5529,0.715,0.6387,27000.0,10200.0,19700.0,45000.0,69900.0,0.888519,0.890014,0.881757,0.909385
"Marist College",41.722,-73.9343,"Poughkeepsie",21,31290.0,31290.0,2,"www.Marist.edu",0.8037,0.9044,0.3745,25500.0,13100.0,27100.0,56700.0,70600.0,0.942111,0.948581,0.958284,0.959005
"Marlboro College",42.8396,-72.7366,"Marlboro",42,38110.0,38110.0,2,"www.marlboro.edu",0.5758,0.82,0.7586,26250.0,2800.0,8500.0,27300.0,42300.0,0.893491,0.913043,0.888889,0.9
"Marquette University",43.0388,-87.9281,"Milwaukee",11,34640.0,34640.0,2,"www.marquette.edu",0.7824,0.9071,0.5745,27000.0,17700.0,31200.0,62700.0,79400.0,0.90984,0.933456,0.936159,0.952578
"Maryland Institute College of Art",39.3088,-76.621,"Baltimore",11,40890.0,40890.0,2,"www.mica.edu",0.7273,0.8257,0.5803,27000.0,6700.0,13900.0,37400.0,49200.0,0.907767,0.908408,0.903716,0.918919
"Marymount University",38.9056,-77.1288,"Arlington",12,26430.0,26430.0,2,"www.marymount.edu",0.5758,0.7212,0.8252,25000.0,13800.0,27400.0,59500.0,76700.0,0.891865,0.911848,0.892708,0.916216
"Maryville College",35.752,-83.9639,"Maryville",21,31132.0,31132.0,2,"www.maryvillecollege.edu",0.5584,0.722,0.7259,27000.0,9600.0,19000.0,38200.0,49600.0,0.8625,0.874031,0.835189,0.87472
"Maryville University of Saint Louis",38.6455,-90.5051,"Saint Louis",21,25002.0,25002.0,2,"www.maryville.edu",0.6735,0.8678,0.7611,24990.0,14100.0,26600.0,54300.0,67900.0,0.818859,0.844478,0.864842,0.869801
"Marywood University",41.435,-75.634,"Scranton",13,30690.0,30690.0,2,"www.marywood.edu/",0.6511,0.8128,0.713,27000.0,9200.0,18000.0,41300.0,55200.0,0.866513,0.842733,0.835947,0.882716
"Massachusetts College of Art and Design",42.3369,-71.0995,"Boston",11,10400.0,28600.0,1,"www.massart.edu",0.7382,0.8438,0.6982,26000.0,7500.0,14500.0,38500.0,51100.0,0.856333,0.850953,0.850921,0.88247
"Massachusetts College of Liberal Arts",42.6924,-73.1035,"North Adams",31,8525.0,17470.0,1,"www.mcla.edu",0.5659,0.7857,0.672,25000.0,6600.0,16100.0,36600.0,46400.0,0.850148,0.85124,0.826154,0.851007
"Massachusetts Institute of Technology",42.3601,-71.0921,"Cambridge",12,43498.0,43498.0,2,"web.mit.edu/student/",0.9307,0.9788,0.0815,13645.0,19400.0,47500.0,122700.0,203700.0,0.971374,0.958182,0.97482,0.978297
"Massachusetts Maritime Academy",41.7405,-70.624,"Buzzards Bay",22,7127.0,22033.0,1,"www.maritime.edu",0.6667,0.85,0.7726,27000.0,17200.0,38900.0,91800.0,123400.0,0.916667,0.919192,0.912329,0.907975
"McDaniel College",39.5849,-77.0017,"Westminster",23,36960.0,36960.0,2,"www.mcdaniel.edu",0.7175,0.8421,0.7587,27000.0,11800.0,23900.0,46700.0,60700.0,0.926786,0.949511,0.944554,0.951636
"MCPHS University",42.337,-71.101,"Boston",11,28470.0,28470.0,2,"www.mcphs.edu",0.7053,0.889,0.8921,25000.0,31600.0,59300.0,128000.0,143300.0,0.960619,0.970297,0.965238,0.961952
"Mercer University",32.8297,-83.651,"Macon",13,33120.0,33120.0,2,"www.mercer.edu",0.5947,0.8202,0.69,26000.0,13000.0,26400.0,60200.0,107000.0,0.732984,0.773481,0.820155,0.878313
"Mercy College of Ohio",41.6579,-83.5526,"Toledo",11,11430.0,11430.0,2,"www.mercycollege.edu",0.6792,0.8636,0.7429,23600.0,13700.0,30100.0,55600.0,65200.0,0.837573,0.816288,0.82783,0.860045
"Mercyhurst University",42.104,-80.0556,"Erie",12,30300.0,30300.0,2,"www.mercyhurst.edu",0.6047,0.8003,0.7536,25000.0,10800.0,19300.0,43100.0,58000.0,0.795202,0.78341,0.813139,0.873401
"Meredith College",35.7972,-78.6892,"Raleigh",11,30562.0,30562.0,2,"www.meredith.edu",0.6242,0.7248,0.6232,27000.0,6800.0,18700.0,39900.0,51900.0,0.884094,0.86836,0.917695,0.939638
"Merrimack College",42.6684,-71.1242,"North Andover",21,35085.0,35085.0,2,"www.merrimack.edu",0.5995,0.8123,0.786,27000.0,17600.0,29600.0,54900.0,69900.0,0.930168,0.938272,0.93125,0.947078
"Messiah College",40.1587,-76.9885,"Mechanicsburg",21,30470.0,30470.0,2,"www.messiah.edu",0.758,0.8658,0.659,26856.0,10600.0,20900.0,45400.0,59900.0,0.955034,0.967684,0.967033,0.946588
"Miami University-Oxford",39.5096,-84.7318,"Oxford",31,13800.0,29590.0,1,"www.miami.miamioh.edu",0.8084,0.8957,0.6676,25000.0,9900.0,21400.0,50200.0,66500.0,0.723041,0.746271,0.80656,0.863688
"Michigan State University",42.7248,-84.4736,"East Lansing",13,12862.0,33750.0,1,"www.msu.edu",0.7736,0.9051,0.6865,25714.0,12200.0,24500.0,54700.0,71200.0,0.874657,0.88169,0.89883,0.914826
"Michigan Technological University",47.1183,-88.5464,"Houghton",33,13728.0,28608.0,1,"www.mtu.edu",0.6453,0.8219,0.7659,27000.0,15800.0,29900.0,66900.0,79400.0,0.91714,0.923116,0.937573,0.935741
"MidAmerica Nazarene University",38.8726,-94.7826,"Olathe",21,22290.0,22290.0,2,"www.mnu.edu",0.553,0.6263,0.7223,17433.0,10400.0,20900.0,48000.0,66800.0,0.861386,0.849169,0.89335,0.892544
"Midway College",38.1444,-84.6793,"Midway",42,22150.0,22150.0,2,"www.midway.edu",0.5246,0.8283,0.5381,22845.0,6900.0,15400.0,41300.0,56200.0,0.704463,0.719318,0.73399,0.826245
"Millersville University of Pennsylvania",39.998,-76.3544,"Millersville",21,8866.0,18990.0,1,"www.millersville.edu",0.6078,0.8112,0.7186,25000.0,11600.0,21300.0,42900.0,55300.0,0.894684,0.88602,0.890999,0.919433
"Milligan College",36.3004,-82.295,"Milligan College",22,27916.0,27916.0,2,"www.milligan.edu",0.5206,0.8678,0.683,24100.0,9800.0,20000.0,46500.0,65600.0,0.879888,0.885333,0.910256,0.909357
"Millikin University",39.8426,-88.9746,"Decatur",13,28644.0,28644.0,2,"www.millikin.edu",0.5979,0.7652,0.5512,27000.0,10900.0,21100.0,46000.0,60800.0,0.863524,0.835542,0.85654,0.893325
"Mills College",37.7826,-122.188,"Oakland",11,41494.0,41494.0,2,"www.mills.edu",0.6142,0.8118,0.6798,24500.0,6000.0,14700.0,45900.0,67000.0,0.813163,0.805941,0.848837,0.896104
"Millsaps College",32.3231,-90.1781,"Jackson",12,32520.0,32520.0,2,"www.millsaps.edu",0.6318,0.7524,0.4745,27000.0,9100.0,18500.0,46400.0,67200.0,0.777778,0.861963,0.860399,0.873199
"Milwaukee Institute of Art & Design",43.0309,-87.9079,"Milwaukee",11,30989.0,30989.0,2,"www.miad.edu",0.6324,0.8133,0.6119,27750.0,7200.0,15300.0,39200.0,48800.0,0.841121,0.780702,0.817869,0.844118
"Milwaukee School of Engineering",43.0454,-87.9077,"Milwaukee",11,34470.0,34470.0,2,"www.msoe.edu",0.5582,0.8285,0.6839,27000.0,21700.0,38000.0,65300.0,75400.0,0.936788,0.915354,0.928651,0.931189
"Minneapolis College of Art and Design",44.957,-93.2747,"Minneapolis",11,32750.0,32750.0,2,"WWW.MCAD.EDU",0.5959,0.7009,0.5895,27000.0,3800.0,14800.0,36800.0,54100.0,0.886486,0.862903,0.894886,0.88674
"Misericordia University",41.3448,-75.971,"Dallas",21,28210.0,28210.0,2,"www.misericordia.edu",0.6923,0.8102,0.6489,27000.0,13600.0,27200.0,60100.0,71900.0,0.864067,0.871969,0.879271,0.924528
"Mississippi College",32.3346,-90.3305,"Clinton",21,14868.0,14868.0,2,"www.mc.edu",0.5305,0.6839,0.673,26250.0,10000.0,21100.0,43300.0,58800.0,0.717374,0.742589,0.790042,0.837101
"Mississippi State University",33.425,-88.8797,"Mississippi State",33,6772.0,16960.0,1,"www.msstate.edu/",0.6105,0.7851,0.6482,23250.0,10200.0,19900.0,44700.0,61900.0,0.764139,0.810259,0.821036,0.869725
"Missouri State University-Springfield",37.198,-93.2768,"Springfield",12,6908.0,13388.0,1,"www.missouristate.edu",0.5337,0.7525,0.851,22375.0,10800.0,20400.0,40900.0,54100.0,0.817526,0.828608,0.847174,0.892417
"Missouri University of Science and Technology",37.9559,-91.7759,"Rolla",33,9510.0,24675.0,1,"www.mst.edu/",0.6257,0.8262,0.8215,25000.0,15900.0,31900.0,72300.0,86200.0,0.920193,0.921694,0.926006,0.92605
"Molloy College",40.686,-73.6263,"Rockville Centre",21,25710.0,25710.0,2,"www.molloy.edu",0.6622,0.8909,0.7267,27000.0,15300.0,31200.0,79300.0,90900.0,0.850484,0.872121,0.853769,0.891501
"Monmouth College",40.9146,-90.6379,"Monmouth",33,31500.0,31500.0,2,"www.monmouthcollege.edu",0.5827,0.7588,0.6431,27000.0,12000.0,21700.0,43100.0,55700.0,0.880573,0.885294,0.854386,0.880882
"Monmouth University",40.2801,-74.0064,"West Long Branch",21,31018.0,31018.0,2,"www.monmouth.edu",0.6081,0.7952,0.7791,26749.0,9700.0,21600.0,50900.0,63800.0,0.853762,0.88806,0.899073,0.912669
"Monroe College",40.8639,-73.9002,"Bronx",11,13236.0,13236.0,3,"www.monroecollege.edu",0.5696,0.7361,0.4404,19512.0,5200.0,11400.0,38600.0,54400.0,0.621651,0.572092,0.496892,0.570412
"Montclair State University",40.8592,-74.1995,"Montclair",21,11318.0,20196.0,1,"www.montclair.edu",0.6339,0.856,0.6532,23875.0,9600.0,20800.0,49900.0,64500.0,0.885592,0.889169,0.873075,0.873648
"Moore College of Art and Design",39.9571,-75.1721,"Philadelphia",11,34048.0,34048.0,2,"www.moore.edu",0.5758,0.7885,0.5632,27000.0,5400.0,13200.0,38700.0,46200.0,0.830508,0.81672,0.8625,0.918567
"Moravian College",40.6309,-75.381,"Bethlehem",13,35518.0,35518.0,2,"www.moravian.edu",0.7406,0.7831,0.7995,27000.0,13100.0,25400.0,52800.0,64900.0,0.917768,0.914246,0.921053,0.947037
"Morehouse College",33.7479,-84.4152,"Atlanta",11,25468.0,25468.0,2,"www.morehouse.edu",0.5383,0.8007,0.6684,27000.0,6900.0,14600.0,49000.0,68600.0,0.461195,0.468068,0.50143,0.621241
"Morningside College",42.4732,-96.3607,"Sioux City",13,25990.0,25990.0,2,"www.morningside.edu",0.5799,0.7326,0.5337,27000.0,13100.0,22800.0,42900.0,54300.0,0.898204,0.895863,0.898333,0.889665
"Mount Carmel College of Nursing",39.957,-83.0212,"Columbus",11,11675.0,11675.0,2,"www.mccn.edu",0.5595,0.7683,0.5421,19500.0,24500.0,42400.0,61200.0,71500.0,0.949495,0.928934,0.932039,0.93662
"Mount Holyoke College",42.2576,-72.5736,"South Hadley",21,41456.0,41456.0,2,"www.mtholyoke.edu",0.8187,0.8891,0.4681,21000.0,9600.0,16900.0,42900.0,59000.0,0.876033,0.871212,0.95614,0.959322
"Mount Marty College",42.8745,-97.4099,"Yankton",33,22892.0,22892.0,2,"www.mtmc.edu",0.5185,0.6696,0.7239,28000.0,12400.0,21500.0,42800.0,53000.0,0.861751,0.82906,0.834728,0.907534
"Mount Mercy University",42.0019,-91.651,"Cedar Rapids",12,26310.0,26310.0,2,"www.mtmercy.edu",0.7286,0.8228,0.6845,24199.0,14500.0,28200.0,49500.0,62300.0,0.895251,0.901427,0.941667,0.921488
"Mount Saint Mary College",41.5112,-74.0129,"Newburgh",21,26250.0,26250.0,2,"www.msmc.edu",0.522,0.6955,0.86,25000.0,11700.0,24100.0,53600.0,71700.0,0.842375,0.868347,0.85525,0.891635
"Mount St Mary's College",34.0821,-118.48,"Los Angeles",11,33852.0,33852.0,2,"www.msmc.la.edu",0.6379,0.7923,0.7409,25000.0,11300.0,25200.0,81900.0,99700.0,0.818875,0.846416,0.829721,0.880435
"Mount St Mary's University",39.6806,-77.3522,"Emmitsburg",31,34644.0,34644.0,2,"www.msmary.edu",0.6563,0.7785,0.6741,27000.0,13700.0,25500.0,53900.0,68500.0,0.921098,0.913043,0.94162,0.94032
"Mount Vernon Nazarene University",40.3739,-82.4747,"Mount Vernon",32,23690.0,23690.0,2,"www.mvnu.edu",0.6086,0.7276,0.6349,26493.0,11900.0,21700.0,50000.0,71100.0,0.870818,0.859619,0.867329,0.901961
"Muhlenberg College",40.5974,-75.509,"Allentown",12,42755.0,42755.0,2,"www.muhlenberg.edu",0.8584,0.9071,0.4616,26941.0,11400.0,25900.0,56700.0,72700.0,0.962069,0.969937,0.969171,0.977273
"Murray State University",36.6124,-88.3235,"Murray",33,7044.0,19164.0,1,"www.murraystate.edu",0.5291,0.7302,0.8217,21583.0,9100.0,17700.0,40100.0,56200.0,0.80245,0.788244,0.805788,0.84366
"Nazareth College",43.1024,-77.5144,"Rochester",21,29624.0,29624.0,2,"www.naz.edu",0.6798,0.786,0.6839,26497.5,12300.0,23100.0,49000.0,62900.0,0.901747,0.932945,0.905312,0.927237
"Nebraska Methodist College of Nursing & Allied Health",41.266,-96.0485,"Omaha",11,13302.0,13302.0,2,"www.methodistcollege.edu",0.68,0.7857,0.3333,25000.0,21400.0,33100.0,56400.0,66500.0,0.932432,0.936675,0.917683,0.934959
"Nebraska Wesleyan University",40.8388,-96.6484,"Lincoln",11,27242.0,27242.0,2,"www.nebrwesleyan.edu/",0.6849,0.7753,0.7689,27000.0,11700.0,22400.0,45400.0,60900.0,0.904826,0.929215,0.936578,0.957507
"Neumann University",39.8749,-75.4379,"Aston",21,24948.0,24948.0,2,"www.neumann.edu",0.5019,0.6585,0.5531,27000.0,10100.0,20200.0,49600.0,67400.0,0.812734,0.785896,0.778788,0.841226
"Neumont University",40.5566,-111.911,"Salt Lake City",12,23100.0,23100.0,3,"www.neumont.edu/",0.5431,0.8252,0.7997,29042.0,16500.0,30200.0,80500.0,98500.0,0.917431,0.863636,0.791925,0.792157
"New Jersey Institute of Technology",40.742,-74.1771,"Newark",11,15218.0,28274.0,1,"www.njit.edu/",0.5767,0.8603,0.6547,21182.5,14200.0,30300.0,67500.0,83100.0,0.844895,0.873259,0.900456,0.919822
"New York School of Interior Design",40.7686,-73.9624,"New York",11,26540.0,26540.0,2,"www.nysid.edu",0.5556,0.7143,0.4675,27000.0,10300.0,21000.0,57700.0,82000.0,0.867089,0.889535,0.912,0.892405
"New York University",40.7295,-73.9973,"New York",11,44848.0,44848.0,2,"www.nyu.edu",0.8331,0.925,0.2605,23250.0,8300.0,23400.0,65400.0,92900.0,0.908443,0.911313,0.920698,0.933728
"Newman University",37.6723,-97.3788,"Wichita",11,23650.0,23650.0,2,"www.newmanu.edu",0.5188,0.7263,0.4472,21625.0,12700.0,23300.0,46000.0,58300.0,0.836066,0.802488,0.815549,0.863693
"Niagara University",43.1386,-79.0311,"Niagara University",21,28200.0,28200.0,2,"www.niagara.edu",0.6513,0.8072,0.6633,25650.0,12800.0,21900.0,43200.0,54000.0,0.84984,0.870302,0.901855,0.902369
"North Carolina State University at Raleigh",35.7851,-78.6745,"Raleigh",11,8206.0,21661.0,1,"www.ncsu.edu",0.7359,0.9258,0.5001,20500.0,13100.0,25100.0,52500.0,69700.0,0.912424,0.914759,0.934704,0.945154
"North Central College",41.7753,-88.1436,"Naperville",12,32613.0,32613.0,2,"northcentralcollege.edu",0.639,0.788,0.6365,25002.0,11600.0,23300.0,46400.0,63500.0,0.897153,0.920445,0.918511,0.927676
"North Dakota State University-Main Campus",46.8945,-96.8057,"Fargo",12,7660.0,18242.0,1,"www.ndsu.edu",0.5308,0.7805,0.841,25050.0,14900.0,25600.0,51400.0,68900.0,0.919079,0.934412,0.936208,0.940779
"North Greenville University",35.0698,-82.3703,"Tigerville",41,14772.0,14772.0,2,"www.ngu.edu",0.5464,0.7332,0.5791,20200.0,7000.0,14500.0,33800.0,42300.0,0.920253,0.851995,0.896792,0.889467
"North Park University",41.9751,-87.7091,"Chicago",11,23350.0,23350.0,2,"www.northpark.edu",0.563,0.8064,0.5234,25500.0,10500.0,19500.0,47100.0,63500.0,0.852544,0.862764,0.853659,0.851741
"Northeastern University",42.34,-71.0888,"Boston",11,41686.0,41686.0,2,"www.northeastern.edu",0.8256,0.9553,0.3231,28804.5,15700.0,31300.0,66700.0,85600.0,0.911377,0.909003,0.913034,0.938547
"Northern Illinois University",41.9338,-88.7661,"Dekalb",23,12976.0,22072.0,1,"www.niu.edu",0.5095,0.6646,0.5613,23500.0,11400.0,21800.0,48600.0,63700.0,0.823587,0.833269,0.852923,0.876656
"Northland College",46.579,-90.875,"Ashland",33,29990.0,29990.0,2,"www.northland.edu",0.5762,0.6813,0.5907,27000.0,5700.0,13400.0,33300.0,42400.0,0.900929,0.873874,0.869427,0.877384
"Northwest Missouri State University",40.3527,-94.8843,"Maryville",33,6390.0,11391.0,1,"www.nwmissouri.edu",0.5017,0.6583,0.7241,24490.0,12100.0,21100.0,39500.0,50600.0,0.797,0.820196,0.83033,0.874636
"Northwestern College",42.999,-96.0584,"Orange City",32,26764.0,26764.0,2,"www.nwciowa.edu/",0.6327,0.7914,0.7609,25250.0,10800.0,20200.0,39600.0,52200.0,0.969646,0.949686,0.958477,0.961665
"Northwestern University",42.0584,-87.6737,"Evanston",13,45527.0,45527.0,2,"www.northwestern.edu",0.9419,0.9769,0.1532,19200.0,15200.0,33700.0,78700.0,118400.0,0.95,0.957493,0.963724,0.972805
"Northwood University-Michigan",43.629,-84.2763,"Midland",13,22130.0,22130.0,2,"www.northwood.edu",0.5414,0.8328,0.6538,23474.5,11900.0,24300.0,54300.0,72400.0,0.776978,0.785305,0.763578,0.827119
"Norwich University",44.1394,-72.6601,"Northfield",32,33371.0,33371.0,2,"www.norwich.edu",0.5672,0.7496,0.6349,27000.0,11500.0,22600.0,52600.0,65800.0,0.904706,0.889503,0.90257,0.88787
"Nossi College of Art",36.2422,-86.7377,"Madison",11,15400.0,15400.0,3,"www.nossi.edu",0.5123,0.6333,0.6077,29500.0,4500.0,12300.0,31200.0,43700.0,0.571429,0.538462,0.528902,0.54251
"Notre Dame of Maryland University",39.3513,-76.6197,"Baltimore",11,32050.0,32050.0,2,"www.ndm.edu",0.5283,0.7188,0.4964,27500.0,12400.0,27500.0,59000.0,82900.0,0.747554,0.77993,0.812785,0.888889
"Oak Hills Christian College",47.4258,-94.9017,"Bemidji",33,15300.0,15300.0,2,"www.oakhills.edu",0.5667,0.6296,0.5873,23600.0,2200.0,9300.0,29500.0,39300.0,0.876404,0.860215,0.818965,0.734266
"Oakland City University",38.3396,-87.3516,"Oakland City",32,19200.0,19200.0,2,"www.oak.edu",0.6299,0.79,0.7285,17000.0,6200.0,16700.0,40300.0,56100.0,0.768546,0.70195,0.825613,0.841232
"Oberlin College",41.2947,-82.2218,"Oberlin",31,46870.0,46870.0,2,"www.oberlin.edu",0.8857,0.9341,0.3041,25217.0,6300.0,13900.0,39600.0,53500.0,0.960815,0.958589,0.957664,0.963974
"Occidental College",34.1262,-118.211,"Los Angeles",11,46652.0,46652.0,2,"www.oxy.edu",0.8777,0.9302,0.4239,21500.0,7900.0,20400.0,47900.0,64400.0,0.947658,0.951872,0.934783,0.9625
"Oglethorpe University",33.8759,-84.3348,"Atlanta",21,31280.0,31280.0,2,"www.oglethorpe.edu",0.6201,0.7942,0.5576,27000.0,8800.0,17400.0,45100.0,61500.0,0.835135,0.793814,0.798365,0.840686
"Ohio Northern University",40.7661,-83.8307,"Ada",31,36720.0,36720.0,2,"www.onu.edu/",0.7175,0.8429,0.6785,27000.0,18500.0,29800.0,73900.0,123000.0,0.953271,0.940429,0.916418,0.95285
"Ohio State University-Main Campus",39.9984,-83.009,"Columbus",11,10037.0,25757.0,1,"www.osu.edu",0.8323,0.9245,0.5553,22250.0,10700.0,21100.0,48600.0,65700.0,0.799941,0.834755,0.8543,0.874657
"Ohio University-Main Campus",39.3274,-82.0981,"Athens",32,10446.0,19410.0,1,"www.ohio.edu",0.6657,0.7862,0.7295,22500.0,8800.0,18300.0,43400.0,58000.0,0.679544,0.700345,0.783054,0.826253
"Ohio Wesleyan University",40.2969,-83.0679,"Delaware",21,40510.0,40510.0,2,"www.owu.edu/",0.6319,0.8007,0.7533,27000.0,8000.0,17700.0,40400.0,53700.0,0.913824,0.931092,0.899461,0.929395
"Oklahoma Baptist University",35.3599,-96.9343,"Shawnee",32,21842.0,21842.0,2,"www.okbu.edu",0.546,0.7406,0.5646,24896.0,9100.0,20500.0,43800.0,55700.0,0.843103,0.847315,0.878788,0.890499
"Oklahoma City University",35.4953,-97.5412,"Oklahoma City",11,29426.0,29426.0,2,"www.okcu.edu",0.6075,0.8145,0.7198,24168.0,9100.0,19300.0,53300.0,78400.0,0.817404,0.838926,0.839546,0.874439
"Oklahoma State University-Main Campus",36.1231,-97.0697,"Stillwater",32,7442.0,20027.0,1,"www.okstate.edu/",0.5956,0.7861,0.7602,20500.0,11800.0,23300.0,50700.0,69200.0,0.829791,0.855822,0.86814,0.896371
"Oklahoma Wesleyan University",36.7178,-95.9541,"Bartlesville",32,22252.0,22252.0,2,"www.okwu.edu",0.5688,0.5036,0.4934,23166.0,11100.0,24000.0,59300.0,76400.0,0.790881,0.813988,0.810544,0.875394
"Old Dominion University",36.8849,-76.3097,"Norfolk",12,8550.0,24210.0,1,"www.odu.edu",0.5117,0.7956,0.7679,23867.0,10700.0,21500.0,47700.0,64900.0,0.752325,0.80017,0.846125,0.869243
"Olivet Nazarene University",41.1555,-87.8737,"Bourbonnais",23,29890.0,29890.0,2,"www.olivet.edu",0.5724,0.7541,0.8196,25250.0,8400.0,17700.0,44200.0,60900.0,0.857355,0.85754,0.856557,0.906755
"Oral Roberts University",36.0507,-95.9542,"Tulsa",11,22508.0,22508.0,2,"oru.edu",0.5336,0.8056,0.4354,27000.0,8300.0,16500.0,41900.0,58700.0,0.777872,0.777429,0.817363,0.871078
"Oregon State University",44.5645,-123.274,"Corvallis",13,8322.0,23514.0,1,"oregonstate.edu",0.6147,0.8415,0.7894,23166.0,10400.0,21200.0,50300.0,70000.0,0.855907,0.887714,0.904362,0.926359
"Otis College of Art and Design",33.9566,-118.417,"Los Angeles",11,39430.0,39430.0,2,"www.otis.edu",0.5731,0.8087,0.4628,27000.0,5100.0,15600.0,51900.0,68400.0,0.834499,0.829694,0.844548,0.895277
"Otterbein University",40.1254,-82.9356,"Westerville",21,31424.0,31424.0,2,"www.otterbein.edu",0.5886,0.7639,0.7374,27000.0,10300.0,20300.0,45900.0,58000.0,0.861848,0.862615,0.872695,0.897605
"Ouachita Baptist University",34.125,-93.0524,"Arkadelphia",32,22370.0,22370.0,2,"www.obu.edu",0.6022,0.7631,0.7011,23500.0,7700.0,17100.0,41300.0,55300.0,0.866516,0.844298,0.852792,0.895669
"Pace University-New York",40.711,-74.0047,"New York",11,38069.0,38069.0,2,"www.pace.edu",0.5146,0.7599,0.7683,25000.0,11000.0,25600.0,66400.0,90100.0,0.822632,0.860901,0.875553,0.879651
"Pacific Lutheran University",47.1455,-122.445,"Tacoma",21,34740.0,34740.0,2,"www.plu.edu",0.7045,0.8183,0.7676,27000.0,11600.0,22000.0,49100.0,67000.0,0.930496,0.930659,0.943959,0.949809
"Pacific University",45.5214,-123.109,"Forest Grove",21,37024.0,37024.0,2,"www.pacificu.edu",0.6156,0.7935,0.8619,25750.0,9500.0,18300.0,44500.0,57900.0,0.903226,0.925076,0.879541,0.938124
"Pennsylvania College of Art and Design",40.0411,-76.3084,"Lancaster",13,20680.0,20680.0,2,"www.pcad.edu",0.5424,0.7581,0.3614,27000.0,5600.0,10600.0,31500.0,42900.0,0.826923,0.857143,0.849558,0.88189
