"name","latitude","longitude","city","locale","in_state_tuition","out_of_state_tuition","type","homepage","graduation_rate","retention_rate","admission_rate","average_student_debt","salary_ten","salary_twentyfive","salary_seventyfive","salary_ninety","drr_oneyr","drr_threeyr","drr_fiveyr","drr_sevenyr"
"Abilene Christian University",32.4692,-99.7095,"Abilene",12,28350.0,28350.0,2,"www.acu.edu",0.5637,0.7941,0.4894,26237.5,8700.0,19000.0,44400.0,57900.0,0.859569,0.847839,0.843288,0.875567
"Abraham Baldwin Agricultural College",31.4819,-83.5283,"Tifton",32,3848.0,11516.0,1,"www.abac.edu",0.1581,0.604,0.709,13500.0,7800.0,16000.0,37900.0,50300.0,0.591137,0.588882,0.592025,0.692868
"Adelphi University",40.7214,-73.6533,"Garden City",21,30800.0,30800.0,2,"www.adelphi.edu/",0.6251,0.8112,0.6814,25000.0,12200.0,26800.0,69400.0,90800.0,0.854906,0.873629,0.88934,0.906363
"Adrian College",41.8984,-84.0599,"Adrian",32,30758.0,30758.0,2,"www.adrian.edu",0.5445,0.5811,0.5628,27000.0,9900.0,16300.0,39000.0,49600.0,0.845703,0.807339,0.799117,0.859375
"Adventist University of Health Sciences",28.5761,-81.3677,"Orlando",12,11830.0,11830.0,2,"www.adu.edu",0.3953,0.7143,0.1336,20730.0,14300.0,30200.0,67200.0,84600.0,0.813481,0.840851,0.847877,0.872483
"Agnes Scott College",33.77,-84.2956,"Decatur",21,34788.0,34788.0,2,"www.agnesscott.edu",0.7202,0.8276,0.6687,27000.0,8200.0,15500.0,38300.0,54700.0,0.833333,0.833333,0.814685,0.903683
"Akron Institute of Herzing University",41.0282,-81.4931,"Akron",21,10800.0,10800.0,3,"WWW.AKRONINSTITUTE.COM",0.3019,1.0,0.75,22822.0,7200.0,16800.0,42200.0,58300.0,0.474006,0.474266,0.582599,0.678628
"Alabama A & M University",34.7834,-86.5685,"Normal",12,7182.0,12774.0,1,"www.aamu.edu/",0.2914,0.6314,0.8989,33611.5,4500.0,12100.0,35400.0,51400.0,0.381857,0.444714,0.491894,0.617647
"Alabama State University",32.3643,-86.2957,"Montgomery",12,8720.0,15656.0,1,"www.alasu.edu/email/index.aspx",0.2517,0.6219,0.5125,33452.0,4300.0,10900.0,29500.0,39800.0,0.258805,0.331199,0.38563,0.533038
"Alaska Pacific University",61.1912,-149.804,"Anchorage",11,29810.0,29810.0,2,"www.alaskapacific.edu",0.3902,0.6667,0.3745,25125.0,8200.0,19600.0,54300.0,68900.0,0.801843,0.76824,0.860696,0.838565
"Albany State University",31.5714,-84.1431,"Albany",13,6024.0,18226.0,1,"www.asurams.edu/",0.4249,0.697,0.1992,31750.0,5400.0,12400.0,33200.0,43400.0,0.30847,0.35706,0.481884,0.59467
"Albertus Magnus College",41.3325,-72.9238,"New Haven",12,28378.0,28378.0,2,"www.albertus.edu",0.6063,0.9256,0.6821,29000.0,9800.0,25100.0,59100.0,82200.0,0.735889,0.751491,0.743902,0.865539
"Albion College",42.2446,-84.7461,"Albion",31,36051.0,36051.0,2,"www.albion.edu",0.736,0.8056,0.5639,27000.0,8000.0,17900.0,43400.0,59800.0,0.900952,0.922942,0.917323,0.942492
"Albright College",40.3602,-75.9102,"Reading",13,36660.0,36660.0,2,"www.albright.edu",0.5371,0.7146,0.6231,28910.0,11300.0,25000.0,49200.0,66100.0,0.848249,0.878428,0.892186,0.918943
"Alcorn State University",31.8772,-91.1429,"Alcorn State",43,6108.0,6108.0,1,"www.alcorn.edu",0.3463,0.6838,0.8291,27940.5,5600.0,12800.0,37800.0,56600.0,0.324088,0.362205,0.420736,0.551256
"Alderson Broaddus University",39.1581,-80.0477,"Philippi",32,22740.0,22740.0,2,"www.ab.edu/",0.4575,0.5761,0.4321,29000.0,7600.0,17000.0,46900.0,65900.0,0.800595,0.809651,0.748634,0.8
"Alfred University",42.2559,-77.7886,"Alfred",33,25430.0,25430.0,2,"www.alfred.edu",0.6216,0.7463,0.698,27000.0,9300.0,16900.0,43200.0,59400.0,0.88101,0.872891,0.879575,0.899232
"Alice Lloyd College",37.3351,-82.8751,"Pippa Passes",43,10620.0,10620.0,2,"www.alc.edu",0.3164,0.6281,0.4502,17000.0,5600.0,14000.0,34700.0,47000.0,0.810219,0.699301,0.698925,0.803279
"Allegheny College",41.6481,-80.1469,"Meadville",32,39100.0,39100.0,2,"www.allegheny.edu",0.7917,0.8545,0.6487,28800.0,11100.0,20400.0,46000.0,59100.0,0.93049,0.924823,0.941176,0.955429
"Alma College",43.3792,-84.6701,"Alma",32,32660.0,32660.0,2,"www.alma.edu",0.6118,0.7885,0.6791,27000.0,8700.0,16300.0,40900.0,55000.0,0.887324,0.885981,0.904863,0.926247
"Alvernia University",40.3102,-75.9382,"Reading",13,29060.0,29060.0,2,"www.alvernia.edu",0.5132,0.7105,0.7762,27000.0,12700.0,23600.0,47800.0,65500.0,0.833162,0.818268,0.831183,0.849711
"Alverno College",42.9835,-87.9655,"Milwaukee",11,23231.0,23231.0,2,"www.alverno.edu",0.3852,0.7173,0.7887,33110.0,9400.0,19500.0,48800.0,63700.0,0.668146,0.708699,0.71379,0.763942
"American Academy of Art",41.8778,-87.6244,"Chicago",11,29020.0,29020.0,3,"www.aaart.edu",0.4242,0.8148,0.93,27000.0,4200.0,10700.0,29400.0,39600.0,0.70354,0.694561,0.651786,0.735043
"American International College",42.1127,-72.5585,"Springfield",12,30040.0,30040.0,2,"www.aic.edu",0.4487,0.6482,0.6779,27000.0,7600.0,19500.0,50700.0,70400.0,0.693684,0.731988,0.763661,0.770992
"American Musical and Dramatic Academy",40.7801,-73.9822,"New York",11,31820.0,31820.0,2,"www.amda.edu",0.5436,0.8305,0.2603,16000.0,4300.0,11000.0,30600.0,42800.0,0.706956,0.693617,0.68815,0.782007
"American University",38.9378,-77.0901,"Washington",11,40649.0,40649.0,2,"WWW.AMERICAN.EDU",0.7989,0.8821,0.4312,23500.0,11600.0,27900.0,57300.0,73600.0,0.91206,0.927662,0.927718,0.933083
"Anderson University",40.1122,-85.6623,"Anderson",13,26280.0,26280.0,2,"www.anderson.edu",0.5678,0.734,0.5545,27999.0,8800.0,18500.0,40500.0,54300.0,0.873162,0.861859,0.834369,0.900593
"Andrews University",41.9633,-86.3559,"Berrien Springs",31,25470.0,25470.0,2,"www.andrews.edu",0.6036,0.7859,0.3751,29500.0,5700.0,16800.0,45300.0,60800.0,0.650558,0.773399,0.791506,0.855148
"Angelo State University",31.4415,-100.466,"San Angelo",13,6559.0,15055.0,1,"www.angelo.edu",0.2975,0.5457,0.8049,21594.0,8800.0,18400.0,44000.0,62600.0,0.724006,0.7251,0.744308,0.806933
"Anna Maria College",42.3306,-71.919,"Paxton",41,32134.0,32134.0,2,"www.annamaria.edu",0.469,0.687,0.7756,26000.0,10700.0,19400.0,46100.0,59500.0,0.756809,0.739054,0.786543,0.816568
"Appalachian State University",36.2017,-81.6626,"Boone",32,6462.0,18670.0,1,"www.appstate.edu/",0.6857,0.8718,0.6323,19526.0,9900.0,18600.0,38600.0,52300.0,0.899405,0.910909,0.931677,0.943496
"Aquinas College",42.9604,-85.6262,"Grand Rapids",12,26460.0,26460.0,2,"www.aquinas.edu",0.5976,0.7583,0.7135,25000.0,8700.0,18300.0,39500.0,50900.0,0.801953,0.818065,0.836066,0.881443
"Arcadia University",40.0919,-75.1652,"Glenside",21,36810.0,36810.0,2,"www.arcadia.edu",0.605,0.854,0.5969,27000.0,8100.0,18800.0,44100.0,57500.0,0.852792,0.860933,0.888262,0.909091
"Arizona State University-Tempe",33.4219,-111.94,"Tempe",12,9861.0,23654.0,1,"www.asu.edu/",0.5947,0.844,0.8023,20375.0,10400.0,22900.0,51200.0,70000.0,0.774707,0.802837,0.818742,0.860402
"Arkansas State University-Main Campus",35.8428,-90.6805,"Jonesboro",13,7510.0,13120.0,1,"www2.astate.edu",0.3698,0.7312,0.7551,20959.0,6100.0,14400.0,38200.0,53400.0,0.644657,0.646863,0.664601,0.767362
"Arkansas Tech University",35.2952,-93.1323,"Russellville",33,5598.0,10374.0,1,"www.atu.edu",0.4025,0.6937,0.8503,17528.0,6500.0,15600.0,39000.0,53700.0,0.668401,0.656991,0.692081,0.74605
"Armstrong Atlantic State University",31.9781,-81.1604,"Savannah",12,5085.0,14847.0,1,"www.armstrong.edu",0.343,0.6736,0.6998,20500.0,9000.0,20000.0,46900.0,63700.0,0.711373,0.734268,0.741342,0.783517
"Art Center College of Design",34.1708,-118.187,"Pasadena",12,36480.0,36480.0,2,"www.artcenter.edu",0.6436,0.8038,0.8167,36187.0,6200.0,17000.0,64400.0,92100.0,0.833068,0.838081,0.835067,0.89359
"Asbury University",37.862,-84.6626,"Wilmore",31,26076.0,26076.0,2,"www.asbury.edu",0.6431,0.7981,0.6573,26000.0,10000.0,18000.0,36800.0,48700.0,0.879646,0.88141,0.92873,0.929791
"Ashland University",40.861,-82.3206,"Ashland",31,29836.0,29836.0,2,"www1.ashland.edu",0.5634,0.737,0.7438,27000.0,11100.0,21400.0,42600.0,53000.0,0.863178,0.887464,0.884516,0.909534
"Assumption College",42.2954,-71.8284,"Worcester",12,34975.0,34975.0,2,"www.assumption.edu",0.7273,0.8336,0.7422,27000.0,15200.0,28200.0,51000.0,63900.0,0.936636,0.939555,0.941657,0.94592
"Auburn University",32.6002,-85.4924,"Auburn University",13,9852.0,26364.0,1,"www.auburn.edu",0.6792,0.8946,0.8274,22250.0,11800.0,22600.0,50200.0,67000.0,0.867395,0.882455,0.880579,0.912371
"Auburn University at Montgomery",32.3699,-86.1774,"Montgomery",12,8750.0,24950.0,1,"www.aum.edu",0.2705,0.6321,0.8371,21791.0,8800.0,16500.0,40300.0,55900.0,0.602881,0.628856,0.643291,0.712289
"Augsburg College",44.9656,-93.2414,"Minneapolis",11,33209.0,33209.0,2,"www.augsburg.edu",0.6326,0.8158,0.6086,27000.0,10300.0,23800.0,50000.0,68800.0,0.854852,0.849584,0.888693,0.920635
"Augustana College",41.5003,-90.5524,"Rock Island",13,35835.0,35835.0,2,"www.augustana.edu",0.784,0.8506,0.5867,27000.0,12200.0,23400.0,47300.0,58800.0,0.932927,0.937639,0.921238,0.954057
"Aurora University",41.7545,-88.3495,"Aurora",21,20720.0,20720.0,2,"www.aurora.edu",0.576,0.7345,0.7595,22500.0,11000.0,21600.0,48500.0,61300.0,0.829787,0.838095,0.83822,0.850277
"Austin College",33.6463,-96.5988,"Sherman",13,33830.0,33830.0,2,"www.austincollege.edu",0.7177,0.8279,0.5861,26000.0,10600.0,23300.0,47200.0,57200.0,0.854881,0.902676,0.906634,0.944656
"Austin Peay State University",36.5333,-87.3541,"Clarksville",12,6876.0,21372.0,1,"www.apsu.edu",0.3603,0.6618,0.8595,25000.0,7300.0,15300.0,39800.0,55600.0,0.625294,0.64561,0.659391,0.712779
"Averett University",36.5773,-79.4132,"Danville",33,27500.0,27500.0,2,"www.averett.edu",0.3277,0.6693,0.6329,26000.0,12200.0,22500.0,50900.0,72300.0,0.744909,0.728457,0.729609,0.803201
"Avila University",38.9122,-94.5914,"Kansas City",11,24950.0,24950.0,2,"www.Avila.edu",0.4912,0.7,0.6108,26500.0,11400.0,21200.0,46100.0,57300.0,0.7488,0.777778,0.795645,0.844138
"Azusa Pacific University",34.1309,-117.888,"Azusa",21,32256.0,32256.0,2,"www.apu.edu",0.6486,0.8228,0.7985,25000.0,9300.0,20400.0,59600.0,83100.0,0.873935,0.899326,0.923421,0.946377
"Bacone College",35.7771,-95.3353,"Muskogee",32,14050.0,14050.0,2,"www.bacone.edu",0.0536,0.3313,0.7182,24398.0,5200.0,13500.0,38800.0,57600.0,0.46554,0.444444,0.468421,0.558743
"Baker University",38.7773,-95.1882,"Baldwin City",31,25580.0,25580.0,2,"www.bakeru.edu",0.52,0.7574,0.869,25291.0,14100.0,26300.0,58100.0,77600.0,0.846868,0.845688,0.848837,0.898493
"Baldwin Wallace University",41.3739,-81.8491,"Berea",21,27840.0,27840.0,2,"www.bw.edu",0.7088,0.7921,0.6396,27000.0,11200.0,20700.0,45400.0,60500.0,0.87092,0.89395,0.910672,0.94849
"Ball State University",40.1989,-85.4089,"Muncie",13,9160.0,24124.0,1,"www.bsu.edu",0.5938,0.7838,0.6054,25000.0,10700.0,20100.0,41300.0,52600.0,0.801471,0.845264,0.869138,0.891091
"Baptist Bible College & Seminary of Pennsylvania",41.4962,-75.6836,"Clarks Summit",21,19710.0,19710.0,2,"www.bbc.edu",0.4969,0.7532,0.8576,16288.5,5100.0,14300.0,31800.0,43500.0,0.937695,0.926901,0.939891,0.935103
"Baptist Memorial College of Health Sciences",35.1384,-90.0275,"Memphis",11,12480.0,12480.0,2,"www.bchs.edu",0.3878,0.7424,0.463,31424.5,19600.0,34500.0,60500.0,74200.0,0.852878,0.834711,0.78436,0.823232
"Bard College",41.9961,-73.8749,"Annandale-On-Hudson",31,46370.0,46370.0,2,"www.bard.edu",0.7388,0.875,0.3761,24000.0,4400.0,11500.0,37300.0,53800.0,0.941043,0.941935,0.914573,0.937365
"Barry University",25.8789,-80.1961,"Miami",21,28160.0,28160.0,2,"www.barry.edu",0.3729,0.5997,0.4678,29884.0,10700.0,22200.0,54500.0,77200.0,0.694934,0.746625,0.795463,0.848504
"Barton College",35.7355,-77.9138,"Wilson",31,25396.0,25396.0,2,"WWW.BARTON.EDU",0.4839,0.6866,0.4177,27500.0,10800.0,19400.0,40000.0,51100.0,0.762226,0.803328,0.776271,0.851801
"Bay Path College",42.0554,-72.584,"Longmeadow",21,29959.0,29959.0,2,"www.baypath.edu",0.555,0.7226,0.576,21538.5,13600.0,21600.0,44500.0,60400.0,0.793194,0.782155,0.769029,0.8025
"Bay State College",42.352,-71.077,"Boston",11,19748.0,19748.0,3,"www.baystate.edu",0.2716,0.8,0.5845,25250.0,5100.0,13000.0,36800.0,48800.0,0.664975,0.616845,0.613037,0.628644
"Baylor University",31.546,-97.1194,"Waco",12,35972.0,35972.0,2,"www.baylor.edu",0.7472,0.8825,0.5747,25281.0,10700.0,23900.0,51800.0,68000.0,0.861897,0.87354,0.87656,0.906074
"Becker College",42.2692,-71.8119,"Worcester",12,31500.0,31500.0,2,"www.becker.edu",0.3069,0.6407,0.6255,27166.0,9600.0,20900.0,48500.0,72200.0,0.738669,0.73101,0.753086,0.778926
"Belhaven University",32.3184,-90.1692,"Jackson",12,19970.0,19970.0,2,"www.belhaven.edu",0.3983,0.6,0.4842,31250.0,7400.0,18800.0,44500.0,60100.0,0.645849,0.663202,0.733772,0.824573
"Bellarmine University",38.2191,-85.7049,"Louisville",11,34890.0,34890.0,2,"www.bellarmine.edu",0.6649,0.797,0.9478,25000.0,13100.0,23000.0,53900.0,65300.0,0.878955,0.885642,0.91148,0.914438
"Belmont Abbey College",35.2613,-81.0418,"Belmont",22,18500.0,18500.0,2,"www.belmontabbeycollege.edu",0.381,0.65,0.6759,27000.0,7600.0,17900.0,39900.0,58800.0,0.636236,0.659439,0.722408,0.769556
"Belmont University",36.1339,-86.7947,"Nashville",11,27380.0,27380.0,2,"www.belmont.edu",0.6796,0.8333,0.7987,23250.0,9400.0,18600.0,44600.0,62700.0,0.93025,0.931686,0.919892,0.921815
"Beloit College",42.5036,-89.0315,"Beloit",13,41250.0,41250.0,2,"www.beloit.edu",0.7815,0.9228,0.6769,26500.0,4500.0,12700.0,38300.0,50300.0,0.92402,0.933941,0.91224,0.953252
"Bemidji State University",47.4825,-94.8745,"Bemidji",33,8124.0,8124.0,1,"www.bemidjistate.edu",0.4758,0.672,0.6678,21500.0,9800.0,19600.0,41800.0,53400.0,0.816009,0.83866,0.830946,0.88609
"Benedictine College",39.573,-95.1114,"Atchison",32,23900.0,23900.0,2,"www.benedictine.edu",0.5922,0.7676,0.6057,26250.0,9200.0,18600.0,41700.0,50800.0,0.881625,0.892206,0.896552,0.906442
"Benedictine University",41.7764,-88.0959,"Lisle",21,25516.0,25516.0,2,"www.ben.edu",0.5247,0.7322,0.695,21500.0,7900.0,21600.0,52300.0,74700.0,0.805392,0.813323,0.848893,0.864734
"Bennett College",36.0675,-79.78,"Greensboro",11,17355.0,17355.0,2,"www.bennett.edu",0.4439,0.6093,0.8261,37000.0,4300.0,9700.0,31200.0,40200.0,0.349481,0.426035,0.517606,0.573099
"Bennington College",42.92,-73.2375,"Bennington",32,45080.0,45080.0,2,"www.bennington.edu",0.6716,0.8333,0.6487,26900.0,5000.0,11800.0,32700.0,41500.0,0.947917,0.936652,0.900433,0.95057
"Bentley University",42.3888,-71.2201,"Waltham",13,41110.0,41110.0,2,"www.bentley.edu",0.8727,0.9355,0.4379,27000.0,26200.0,43900.0,72000.0,86000.0,0.983504,0.977186,0.966639,0.968682
"Berea College",37.5733,-84.2893,"Berea",32,23170.0,23170.0,2,"www.berea.edu",0.6167,0.8107,0.3401,5750.0,7400.0,16000.0,34500.0,46300.0,0.816265,0.807799,0.871287,0.870647
"Berklee College of Music",42.3469,-71.087,"Boston",11,37586.0,37586.0,2,"www.berklee.edu",0.4963,0.7986,0.3617,27000.0,3400.0,9900.0,34400.0,47900.0,0.804658,0.813454,0.824575,0.851295
"Berry College",34.2893,-85.1891,"Mount Berry",23,29090.0,29090.0,2,"www.berry.edu",0.6015,0.7945,0.6032,23875.0,7300.0,16400.0,38400.0,51100.0,0.89243,0.882682,0.925214,0.94898
"Bethany College",38.5786,-97.6732,"Lindsborg",33,23305.0,23305.0,2,"www.bethanylb.edu",0.3906,0.6412,0.5882,27000.0,8500.0,19600.0,40700.0,52000.0,0.778846,0.765766,0.770393,0.846698
"Bethany Lutheran College",44.1665,-93.9907,"Mankato",13,24080.0,24080.0,2,"www.blc.edu",0.4943,0.7206,0.7458,25000.0,7500.0,21000.0,41400.0,52200.0,0.914384,0.88959,0.912727,0.920228
"Bethel College-Indiana",41.6777,-86.1916,"Mishawaka",13,24970.0,24970.0,2,"www.bethelcollege.edu",0.6466,0.8407,0.7158,21883.5,9500.0,19100.0,43800.0,58700.0,0.835851,0.839658,0.829714,0.882006
"Bethel College-North Newton",38.0753,-97.3426,"North Newton",32,23500.0,23500.0,2,"www.bethelks.edu",0.5278,0.703,0.644,26495.0,11600.0,20500.0,43700.0,58200.0,0.883019,0.868613,0.860294,0.898734
"Bethel University",45.0571,-93.1593,"Saint Paul",21,31760.0,31760.0,2,"www.bethel.edu",0.7136,0.8504,0.9485,23950.0,11800.0,23800.0,54000.0,70400.0,0.935109,0.945431,0.952096,0.965278
"Bethune-Cookman University",29.2102,-81.0314,"Daytona Beach",13,14410.0,14410.0,2,"www.cookman.edu",0.5505,0.6298,0.666,35650.0,5300.0,12600.0,32500.0,44800.0,0.334307,0.381695,0.391995,0.498427
"Biola University",33.9048,-118.017,"La Mirada",21,32142.0,32142.0,2,"www.biola.edu",0.6819,0.8501,0.7286,23969.0,7200.0,18400.0,48700.0,70300.0,0.922782,0.929335,0.936156,0.960654
"Birmingham Southern College",33.5155,-86.8536,"Birmingham",12,30690.0,30690.0,2,"www.bsc.edu/",0.6192,0.8037,0.6422,27000.0,6300.0,15300.0,39800.0,58300.0,0.803922,0.84985,0.834586,0.928571
"Black Hills State University",44.4955,-103.87,"Spearfish",32,7617.0,9617.0,1,"www.bhsu.edu",0.3347,0.5934,0.8924,25950.0,8100.0,17600.0,38900.0,53400.0,0.81369,0.825991,0.836025,0.868421
"Blackburn College",39.2883,-89.8722,"Carlinville",32,18506.0,18506.0,2,"www.blackburn.edu",0.4514,0.7333,0.6799,24567.5,10100.0,17400.0,38700.0,50200.0,0.787634,0.814249,0.761194,0.803235
"Bloomfield College",40.7942,-74.1959,"Bloomfield",21,25880.0,25880.0,2,"www.bloomfield.edu/",0.3642,0.6347,0.5464,31000.0,6400.0,16000.0,49200.0,66800.0,0.581946,0.617253,0.630614,0.673812
"Bloomsburg University of Pennsylvania",41.008,-76.4464,"Bloomsburg",13,8582.0,18706.0,1,"www.bloomu.edu",0.6182,0.8063,0.8856,25568.0,10400.0,20600.0,45000.0,59500.0,0.878849,0.881271,0.884138,0.917022
"Bluefield College",37.2457,-81.2449,"Bluefield",33,22390.0,22390.0,2,"www.bluefield.edu",0.4494,0.4853,0.5729,20625.0,10000.0,22300.0,54400.0,76000.0,0.795956,0.794376,0.823427,0.881956
"Bluefield State College",37.2669,-81.2354,"Bluefield",33,5564.0,10536.0,1,"www.bluefieldstate.edu",0.2365,0.6012,0.4267,20500.0,3500.0,12800.0,39100.0,53200.0,0.467495,0.497292,0.549658,0.591531
"Bluffton University",40.897,-83.8977,"Bluffton",32,28504.0,28504.0,2,"www.bluffton.edu",0.5971,0.6736,0.5308,27000.0,12200.0,19000.0,40900.0,54100.0,0.8659,0.867857,0.879852,0.927032
"Boise State University",43.6044,-116.206,"Boise",12,6292.0,18892.0,1,"www.boisestate.edu",0.3801,0.7129,0.7766,24898.0,6700.0,16300.0,41600.0,57800.0,0.722232,0.758127,0.79339,0.845111
"Boston College",42.3377,-71.1715,"Chestnut Hill",13,45622.0,45622.0,2,"www.bc.edu",0.913,0.9484,0.3222,19000.0,21300.0,37500.0,72800.0,102900.0,0.952306,0.953187,0.958442,0.975692
"Boston University",42.3496,-71.0998,"Boston",11,44880.0,44880.0,2,"www.bu.edu",0.8448,0.9279,0.4561,27000.0,14200.0,29800.0,62600.0,80400.0,0.943025,0.94609,0.959224,0.972432
"Bowie State University",39.0182,-76.7597,"Bowie",21,6971.0,17538.0,1,"www.bowiestate.edu",0.3524,0.7023,0.5176,23320.0,8500.0,19700.0,49000.0,66400.0,0.405667,0.486978,0.583009,0.688919
"Bowling Green State University-Main Campus",41.377,-83.6375,"Bowling Green",31,10726.0,18034.0,1,"www.bgsu.edu",0.541,0.7012,0.7247,26000.0,9700.0,19200.0,41800.0,55400.0,0.72307,0.765757,0.822399,0.856384
"Bradley University",40.6976,-89.6146,"Peoria",12,29664.0,29664.0,2,"www.bradley.edu",0.7563,0.8808,0.6694,27000.0,13800.0,25400.0,55400.0,71500.0,0.918013,0.93133,0.929538,0.945252
"Brandeis University",42.3649,-71.2547,"Waltham",13,45856.0,45856.0,2,"www.brandeis.edu/",0.8959,0.9303,0.3704,27000.0,7000.0,20900.0,52500.0,72400.0,0.904682,0.928251,0.95258,0.970323
"Brenau University",34.3031,-83.8215,"Gainesville",13,23350.0,23350.0,2,"www.brenau.edu",0.4554,0.6686,0.7829,28956.0,8600.0,19900.0,49100.0,63900.0,0.768546,0.787766,0.758706,0.868639
"Brescia University",37.769,-87.1115,"Owensboro",13,19640.0,19640.0,2,"www.brescia.edu",0.2979,0.5706,0.45,29347.0,10700.0,20400.0,42500.0,58500.0,0.731517,0.749129,0.777778,0.861345
"Brevard College",35.2377,-82.7298,"Brevard",31,25200.0,25200.0,2,"www.brevard.edu",0.432,0.5662,0.4489,27000.0,4800.0,9500.0,32600.0,40000.0,0.864078,0.824242,0.855263,0.844444
"Brewton-Parker College",32.1857,-82.5861,"Mount Vernon",42,13560.0,13560.0,2,"www.bpc.edu",0.1867,0.597,0.5137,21500.0,6600.0,14300.0,37300.0,49500.0,0.646758,0.656051,0.644377,0.748072
"Bridgewater College",38.3784,-78.969,"Bridgewater",23,29090.0,29090.0,2,"www.bridgewater.edu",0.5991,0.7627,0.5493,27000.0,11600.0,22300.0,43600.0,53200.0,0.91443,0.897397,0.912981,0.912979
"Bridgewater State University",41.9878,-70.9661,"Bridgewater",21,8053.0,14193.0,1,"www.bridgew.edu",0.5751,0.814,0.786,24998.0,11600.0,21800.0,43400.0,56100.0,0.820205,0.821496,0.863181,0.872058
"Brigham Young University-Hawaii",21.6412,-157.925,"Laie",31,4770.0,4770.0,2,"www.byuh.edu/",0.4703,0.6132,0.3604,10000.0,3800.0,12900.0,45500.0,63700.0,0.864253,0.853448,0.895141,0.919811
"Brigham Young University-Idaho",43.8154,-111.785,"Rexburg",32,3850.0,3850.0,2,"www.byui.edu",0.6011,0.6755,0.9963,11966.5,3900.0,12800.0,45100.0,64000.0,0.906807,0.915487,0.936643,0.949127
"Brigham Young University-Provo",40.2509,-111.649,"Provo",12,4850.0,4850.0,2,"www.byu.edu",0.7797,0.8461,0.4942,11000.0,4900.0,18300.0,59000.0,79300.0,0.932729,0.943541,0.971837,0.97606
"Brooks Institute",34.4186,-119.696,"Santa Barbara",13,20120.0,20120.0,3,"www.brooks.edu",0.3654,0.7727,0.98,31000.0,4000.0,11900.0,36600.0,52300.0,0.783959,0.714286,0.657434,0.751479
"Brown University",41.8276,-71.4045,"Providence",12,45612.0,45612.0,2,"www.brown.edu",0.9452,0.9714,0.0918,16000.0,10500.0,26200.0,69100.0,108000.0,0.954265,0.96092,0.966559,0.970421
"Bryan College-Dayton",35.4957,-85.0166,"Dayton",32,21150.0,21150.0,2,"www.bryan.edu",0.6154,0.7077,0.3762,18750.0,7800.0,17000.0,48500.0,64400.0,0.840868,0.878939,0.852018,0.882038
"Bryant University",41.9201,-71.5391,"Smithfield",21,37234.0,37234.0,2,"www.bryant.edu",0.8198,0.9026,0.7655,27000.0,23000.0,37900.0,63900.0,76400.0,0.957747,0.96042,0.954242,0.963731
"Bryn Mawr College",40.0285,-75.315,"Bryn Mawr",21,43900.0,43900.0,2,"www.brynmawr.edu",0.8409,0.9068,0.3992,25000.0,10300.0,23300.0,50700.0,62600.0,0.946746,0.947368,0.952802,0.955457
"Buena Vista University",42.6425,-95.2081,"Storm Lake",33,29448.0,29448.0,2,"www.bvu.edu",0.5265,0.693,0.6955,24218.0,10700.0,22300.0,43800.0,56000.0,0.869336,0.845099,0.871795,0.919056
"Buffalo State SUNY",42.9342,-78.8807,"Buffalo",11,7022.0,16382.0,1,"www.buffalostate.edu",0.4892,0.7532,0.4853,21665.5,8000.0,18600.0,40800.0,52900.0,0.763987,0.787989,0.800533,0.854208
"Butler University",39.8407,-86.1718,"Indianapolis",11,34368.0,34368.0,2,"www.butler.edu",0.7386,0.911,0.661,26600.0,14400.0,28500.0,68700.0,113300.0,0.960904,0.960526,0.962406,0.973316
"Cabrini College",40.0546,-75.3722,"Radnor",21,29000.0,29000.0,2,"www.cabrini.edu",0.4561,0.712,0.7428,26000.0,11200.0,22300.0,46200.0,61200.0,0.860465,0.85169,0.874459,0.891509
"Cairn University-Langhorne",40.1658,-74.9095,"Langhorne",21,22455.0,22455.0,2,"www.cairn.edu",0.6988,0.7482,0.5131,27000.0,7500.0,18900.0,40100.0,57300.0,0.882609,0.890909,0.898649,0.879032
"Caldwell College",40.8343,-74.2737,"Caldwell",21,29000.0,29000.0,2,"www.caldwell.edu",0.5345,0.7301,0.6408,26499.0,7400.0,19500.0,48600.0,63500.0,0.799454,0.777929,0.77548,0.796296
"California Baptist University",33.9286,-117.426,"Riverside",11,28122.0,28122.0,2,"www.calbaptist.edu",0.5808,0.7683,0.788,27686.5,7000.0,17100.0,49800.0,71600.0,0.787753,0.782798,0.787926,0.867445
"California College of the Arts",37.8357,-122.251,"San Francisco",11,40334.0,40334.0,2,"www.cca.edu",0.6183,0.819,0.8157,27000.0,6300.0,13800.0,43700.0,68800.0,0.825312,0.841667,0.857988,0.9056
"California Institute of the Arts",34.3933,-118.567,"Valencia",21,40536.0,40536.0,2,"www.calarts.edu",0.5746,0.85,0.2992,29400.0,4300.0,13000.0,42100.0,66500.0,0.835655,0.795812,0.838006,0.870892
"California Lutheran University",34.2256,-118.88,"Thousand Oaks",12,35720.0,35720.0,2,"www.callutheran.edu/",0.7005,0.8477,0.4802,23000.0,10000.0,23600.0,52300.0,71900.0,0.896468,0.90487,0.912925,0.95098
"California Maritime Academy",38.0691,-122.232,"Vallejo",12,6536.0,17696.0,1,"www.csum.edu",0.5871,0.8214,0.748,26000.0,10100.0,27200.0,97000.0,122900.0,0.879121,0.907534,0.883333,0.933054
